,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется наиболее длинная сторона прямоугольного треугольника?,Гипотенуза,Катет,Биссектриса,Медиана
1,Какой из органов находится не в брюшной полости?,Вилочковая железа,Печень,Желчный пузырь,Селезенка
2,Флаг какого государства именуют «Юнион Джек»?,Великобритания,США,Ирландия,Канада
3,Какая сборная чаще всего становилась чемпионом мира по хоккею?,СССР и Россия,Чехия,США,Канада
4,Сколько лет прожил баснописец И. А. Крылов?,75,92,63,89
5,Какой период не относится к палеозою?,Триас,Карбон,Девон,Ордовик
6,Какая фамилия была у зазнавшегося конькобежца-спринтера на 10000 метров в песне В. С. Высоцкого?,Бескудников,Борзов,Болотников,Куц
7,"Представители какой категории клеток являются как самой крупной, так и самой маленькой клетками человека?",Гаметы,Хелперы,Стволовые клетки,Соматические
8,Кем на Европейский континент были завезены первые брюки?,Скифами,Лидийцами,Финикийцами,Абиссинцами
9,Какая поверхность в человеческом организме имеет наибольшую площадь?,Тонкого кишечника,Толстого кишечника,Альвеолярная,Кожи
