,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое выражение в русском языке стало символом новой жизни?,Начать с нуля,Потратить миллион,Прилечь на минутку,Досчитать до сотни
1,Что означает слово «поличное»?,Вещественное доказательство,Личное имущество,Свидетельские показания,Полицейская атрибутика
2,Какое государство не относится к Африке?,Мьянма,Малави,Мали,Маврикий
3,Какому известному писателю установлен памятник на Театральной площади в Москве?,Александру Островскому,Антону Чехову,Александру Пушкину,Льву Толстому
4,Что в переводе с греческого означает слово Сфинкс?,Душительница,Губительница,Соблазнительница,Воительница
5,В честь кого назван один из важных законов индоевропеистики — закон германского передвижения согласных?,Якоб Гримм,Джон Рональд Руэл Толкин,Ганс Христиан Андерсен,Шарль Перро
6,Кто получил Нобелевскую премию по литературе в 1970 году?,А. Солженицын,И. Бродский,М. Шолохов,Б. Пастернак
7,Что из перечисленного не относится к основным элементам почтовой марки?,Перфорация,Клеевой слой,Указание эмитента,Номинал
8,Для чего в Узбекистане и Таджикистане применяют чимилдик?,Для проведения первой брачной ночи молодожёнами,Для перевозки грузов по горным тропам,Для изготовления традиционных ковровых изделий,Для хранения сыпучих продуктов
9,Монастыри какого религиозного ордена в эпоху раннего Средневековья были главными очагами культуры в Западной Европе?,Бенедиктинского,Доминиканского,Картезианского,Августинского
