,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какие боги были идентичны в религиях древних римлян и греков?,Афродита и Венера,Зевс и Марс,Гера и Минерва,Арес и Мерурий
1,Кто или что в русских сказках обычно не принимает участия в охране смерти Кощея?,курица,заяц,утка,яйцо
2,Из какого материала сделаны жёлтая и красная карточки профессионального футбольного судьи?,Пластик,Картон,Дерево,Стекло
3,Какого цвета спелый плод айвы? ,жёлтый,красный,зелёный,фиолетовый
4,Кого Марко Поло в своём путешествии принял за легендарное мифическое животное?,носорога,бегемота,жирафа,слона
5,Какая гонка вот уже который год открывает ежегодные соревнования Формулы-1?,Гран-при Австралии,Гран-при Монако,Гран-при Бразилии,Гран-при Европы
6,Благодаря какой профессии родился фразеологизм «большая шишка»?,бурлак,лесоруб,бортник,кузнец
7,"Как переводится название бельгийской блюз-роковой группы ""Vaya Con Dios""?",Ступай с Богом,Молись Богу,Прими Бога,Отринь Бога
8,Какая из этих областей Украины западнее остальных?,Винницкая,Черкасская,Кировоградская,Киевская
9,Какая была специализация Булгакова-врача?,Венеролог,Кардиолог,Терапевт,Офтальмолог
