,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сказки какого леса увековечил в своем произведении Иоганн Штраус?,Венского,Шервудского,Брянского,Булонского
1,Какой город является столицей Туркмении?,Ашхабад,Астана,Ташкент,Бишкек
2,С чего начинается хоккейный матч?,С вбрасывания,С буллита,С подачи,С паса
3,Какая картина Моне дала название новому направлению в живописи - импрессионизму?,"""Впечатление""","""Дама в саду""","""Кувшинки""","""Дикие маки"""
4,Разновидностью какого огнестрельного оружия является миномет?,Мортира,Пушка,Гаубица,Гранатомет
5,Под какой фамилией Остап Бендер выдавал себя за факира и йога-брамина?,Марусидзе,Лосаберидзе,Гигиенишвили,Котрикадзе
6,Какое из этих утверждений ложно?,Колючеперая камбала — это летний ложный палтус,Все камбалообразные — хищники,Глосса — это речная камбала,Среди камбал встречаются левосторонние формы
7,﻿Золотая монета Флоренции с 13 по 16 век,Флорин,Флорис,Флори,Флориан
8,Какая из этих стран Африки наибольшая по площади?,Судан,ЮАР,Эфиопия,Танзания
9,"Название какого из минералов происходит от слова ""крыжовник""?",Гроссуляр,Пироп,Андрадит,Альмандин
