,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сколько раз сборная России (включая СССР) по футболу была чемпионом мира?,0,1,2,3
1,В какой обуви выходит на старт спринтер?,В шиповкаx,В чешкаx,В сапогаx-скороxодаx,В тапочкаx
2,Какого из этих Давидов прославила скрипка?,Давид Ойстрах,Давид Сасунский,Царь Давид,Давид Налбандян
3,Какой из этих драгоценных или полудрагоценных камней не синего цвета?,Гиацинт,Танзанит,Лазурит,Сапфир
4,Какой город на Волге расположен выше других по течению?,Чебоксары,Саратов,Камышин,Ульяновск
5,"Как переводится с греческого ""пафос""?",Страдание,Уныние,Счастье,Блаженство
6,Какова высота главного здания МГУ на Воробьёвых горах?,240 м,220 м,260 м,200 м
7,"Морской путь в какую страну искала экспедиция Колумба, доплыв вместо этого до Америки?",Индия,Япония,Китай,Эфиопия
8,"У лошадей какой масти хвост и грива светлые, а не чёрные?",Игреневой,Буланой,Гнедой,Саврасой
9,"В скольких странах должен получить распространение мужской вид спорта, чтобы попасть на летнюю Олимпиаду?",75,40,50,25
