,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как юридически правильно назвать вред, который был нанесён достоинству человека?",Моральный ущерб,Реквизиция,Материальный ущерб,Эмансипация
1,Кем Екатерина I приходится Петру I?,Жена,Племянница,Внучка,Дочь
2,Какую рыбку специально разводили в Америке и Европе для борьбы с личинками малярийных комаров?,Гамбузия,Куткутья,Пиранья,Анциструс
3,"На гербе какого государства можно найти изображение двух колонн, символизирующих Геркулесовы столбы?",Испания,Марокко,Греция,Ливан
4,"Какой цветок держала в руке булгаковская Маргарита, когда её впервые увидел Мастер?",Мимоза,Нарцисс,Роза,Тюльпан
5,Чем занимается в театре капельдинер?,Проверяет билеты,Готовит реквизит,Руководит хором,Гримирует актеров
6,Какой древнегреческий бог олицетворял западный ветер?,Зефир,Эвр,Борей,Нот
7,"Когда этому художнику посоветовали написать портрет Аракчеева, он ответил: ""Писать его надо не красками, а грязью и кровью, а таких вещей на моей палитре не водится"". Кто этот художник?",Орест Кипренский,Карл Брюллов,Алексей Венецианов,Сильвестр Щедрин
8,Какой бог в славяно-русской мифологии был покровителем домашних животных?,Велес,Стрибог,Сварог,Хорс
9,Какую из этих птиц называют иначе соколом Элеоноры?,Алет,Турумти,Лаггар,Шахин
