,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется гора в Свердловской области?,Благодать,Блаженство,Лепота,Красота
1,Какая змея существует?,Полоз,Шлея,Шкворень,Обод
2,Кампания по уничтожению каких птиц проводилась в Китае во времена Мао Цзэдуна?,Воробьев,Уток,Попугаев,Аистов
3,В каком веке родился Чингисхан?,XII,XVI,XIV,XV
4,Какое животное является источником известного в косметологии спермацета?,Кашалот,Кабарга,Пчела,Кугуар
5,С какой страной не граничит Демократическая Республика Конго?,Габон,Руанда,Южный Судан,Танзания
6,Назовите народное название листьев толокнянки,Медвежьи ушки,Лисьи ушки,Волчьи ушки,Заячьи ушки
7,"Какой художник писал в воспоминаниях: «В Крыму, в Гурзуфе, у моря я построил себе дом в четырнадцать комнат»?",К. Коровин,И. Айвазовский,В. Маковский,К. Филиппов
8,В каком месте Киево-Печерской лавры погребён Преподобный Нестор Летописец?,Ближние пещеры,Дальние пещеры,Крестовоздвиженская церковь,Троицкий Больничный монастырь
9,Какой из перечисленных циклов романов принадлежит перу Генри Лайона Олди?,«Бездна голодных глаз»,«Герметикон»,«La Mystique De Moscou»,«Анклавы»
