,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кто написал военную повесть ""А зори здесь тихие…""?",Борис Васильев,Борис Полевой,Юлиан Семёнов,Алексей Толстой
1,Какое из этих веществ имеет формулу: CO2?,Углекислый газ,Вода,Азот,Аммиак
2,"По мотивам чьих сказок снят советский музыкальный фильм «Старая, старая сказка»?",Г. Х. Андерсена,С. Я. Маршака,Братьев Гримм,Ш. Перро
3,На какое количество томов разделил роман «Война и мир» сам Лев Николаевич Толстой?,4,5,3,2
4,Как еще называют растение цикламен?,Дряква,Драпьян,Дрок,Датура
5,Из какой части сандалового дерева получают одноимённое эфирное масло?,Из древесины,Из листьев,Из коры,Из плодов
6,Корневища и молодые листья какого из этих широко распространённых папоротников употребляются в пищу во многих странах мира?,Орляк обыкновенный,Щитовник мужской,Кочедыжник женский,Многоножка обыкновенная
7,"Что является эмблемой серии научно-популярных книг «Библиотечка""Квант ""»?",Лента Мёбиуса,Знак бесконечности,Знак интеграла,Знак факториала
8,"Мрамор из какого месторождения, крупнейшего в России, использовался для облицовки большинства станций первой линии метро Москвы?",Коелгинского (Челябинская область),Рускеалы (Карелия),Ороктойского (Алтай),Полевского (Свердловская область)
9,"К какому государству относится остров Манго, который в 2005 году купил американский актёр Мел Гибсон?",Фиджи,Тонга,Тувалу,Вануату
