,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое из этих блюд мог есть за своим столом Юрий Долгорукий?,Овсяная каша,Томатная паста,Картофельное пюре,Кукурузные xлопья
1,В спектакле с каким названием главные роли исполняют Г. Хазанов и О. Басилашвили?,"""Ужин с дураком""","""Обед с тёщей""","""Завтрак не с женой""","""Полдник с другом"""
2,Куда в новелле «Вождь краснокожих» намеревался добежать киногерой Алексея Смирнова за 10 минут?,До канадской границы,До леса,До сумасшедшего дома,До полиции
3,Математическим инструментом какой науки является критерий Стьюдента?,Статистика,Механика,Геология,Педагогика
4,"Какая из этих планет вращается в направлении, обратном ее движению вокруг Солнца?",Венера,Меркурий,Земля,Марс
5,Какая река упоминается в песне: «В полях за ... сонной лежат в земле сырой...»?,Висла,Эльба,Шпрее,Одра
6,"Кому принадлежит высказывание: «Трудно забыть боль, но еще труднее вспомнить радость. Счастье не оставляет памятных шрамов»?",Ч. Паланик,Р. Киплинг,У. Черчилль,К. Кизи
7,"Какое министерство возглавлял Д. А. Гурьев, по чьему имени назвали гурьевскую кашу?",Финансов,Юстиции,Морское,Полиции
8,Автором какой песни является Иван Петрович Ларионов?,«Калинка-малинка»,«Окрасился месяц багрянцем»,"«Ах, вы сени, мои сени»",«Степь да степь»
9,С какой литературной героиней отождествлял появлявшуюся перед ним девушку один из воспитанников «Республики ШКИД» в одноимённой повести?,Лорелея,Изольда,Джульетта,Эсмеральда
