,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что произошло на Голгофе?,Казнь Иисуса Христа,Извержение вулкана,Сход лавины,Падение альпинистов
1,Из какой оперы П. И. Чайковского звучит фрагмент в начале программы «Что? Где? Когда?»?,«Пиковая дама»,«Черевички»,«Иоланта»,«Евгений Онегин»
2,К какому семейству относится песец?,Псовые,Пандовые,Куньи,Енотовые
3,Какой город является столицей Китая?,Пекин,Токио,Пхеньян,Дели
4,В каком городе находится международный аэропорт им. Элефтериоса Венизелоса?,Афины,Крит,Салоники,Ларнака
5,Какой советский разведчик передавал данные о скором нападения Германии на СССР за несколько дней до 22 июня?,Рихард Зорге,Николай Кузнецов,Ким Филби,Рудольф Абель
6,Что из этого католического церковного облачения является шапочкой?,дзуккетто,дуилет,фашья,гумерал
7,"Какой орден стал первой советской наградой, учрежденной в годы Великой Отечественной войны?",Орден Отечественной войны,Орден Кутузова,Орден Александра Невского,Орден Суворова
8,"Кто автор следующей фразы: «Мальчиков нужно баловать — им, может быть, на войну придётся»?",Марина Цветаева,Надежда Крупская,Анна Ахматова,Надежда Аллилуева
9,К какой из перечисленных категорий относится система программирования Mozart?,Мультипарадигмальные,Аспектно-ориентированные,Функциональные,Объектно-ориентированные
