,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая из этих тканей является искусственной?,Вискоза,Сатин,Крепдешин,Батист
1,В каком техникуме учился знаменитый персонаж Геннадия Хазанова?,Кулинарный,Строительный,Ветеринарный,Музыкальный
2,"Как называлось имение заглавного героя повести А. Пушкина ""Дубровский""?",Кистеневка,Кинжаловка,Булатово,Саблево
3,Какому воинскому званию соответствует корабельное звание контр-адмирал?,Генерал-майор,Подполковник,Полковник,Генерал-лейтенант
4,Недостаток чего вызывает рахит?,Витамин D,Витамин E,Железо,Цинк
5,У какого животного отпечатки пальцев практически идентичны человеческим?,Коала,Большая панда,Ленивец,Кенгуру
6,Из скольких частей составлен известный роман Томаса Манна «Иосиф и его братья»?,4,2,1,3
7,"Как называется совместный российско-французский фильм Василия Пичула по роману И. Ильфа и Е. Петрова ""Золотой телёнок""?","""Мечты идиота""","""Золотой телец""","""Командовать парадом буду я!""","""Тринадцать стульев"""
8,"Чья книга воспоминаний вышла в 2000 году под названием ""Десять десятилетий (О том, что видел, пережил, запомнил)""?",Борис Ефимов,Николай Старостин,Игорь Моисеев,Владимир Зельдин
9,"В каком европейском городе есть памятник ""Плюющийся мальчик""?",Кобленц,Тимишоара,Валлетта,Гётеборг
