,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто написал повесть «Выстрел»?,Александр Пушкин,Антон Чехов,Лев Толстой,Михаил Булгаков
1,Главный герой романов М. Леблана:,Люпен,Люмпен,Любек,Лембер
2,"Как переводится с исландского фраза ""Godan daginn""?",Добрый день,Вкусная акула,Христос воскрес,Бог подаст
3,Кто изобрел акваланг?,Кусто,Эдисон,Маринеско,Блюменталь
4,Разновидность какого сосуда названа в честь русского химика Александра Арбузова?,Колба,Реторта,Мензурка,Пробирка
5,"Как называется риторическая фигура, заменяющая прямое обозначение объекта описательным обозначением этого объекта на основе какого-либо его качества?",Перифраз,Плеоназм,Эвфемизм,Парафраз
6,Кто из этих американских писателей был членом Социалистической трудовой партии Америки?,Джек Лондон,Уильям Фолкнер,Фрэнсис Скотт Фицджеральд,Теодор Драйзер
7,Название какого музыкального коллектива было составлено из последних букв имён его участников?,’N Sync,W. A. S. P.,INXS,TLC
8,"Кто является основоположником боевого искусства ""бартитсу""?",Эдвард Бартон-Райт,Дзигоро Кано,Артур Конан Дойль,Хисамори Такэноути
9,Какое из перечисленных расстояний больше метра?,7 пядей,20 вершков,1 аршин,½ сажени маховой
