,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как нередко в шутку называют синяки и ссадины?,"""асфальтовая болезнь""","""булыжное недомогание""","""бетонное расстройство""","""щебёночный недуг"""
1,Какая из этих пьес принадлежит перу Максима Горького?,"""На дне""","""Лес""","""Гроза""","""Клоп"""
2,Как переводится с испанского слово «кукарача»?,Таракан,Поцелуй,Карнавал,Обезьяна
3,Как называется боковая часть пистолета?,Щека,Лоб,Затылок,Спина
4,Какую породу собак называют каретной?,Далматин,Мопс,Пудель,Болонка
5,Какой спектакль был первым спектаклем Марка Захарова на сцене Ленком?,«Автоград ХХI»,«Тиль»,«Юнона и Авось»,«Звезда и смерть Хоакина Мурьеты»
6,Какой орган соединяет матку с яичником?,Фаллопиева труба,Евстахиева труба,Портальная вена,Кортиев орган
7,Укажите годы жизни А.С. Пушкина,1799-1837,1814-1841,1828-1910,1868-1936
8,Какое древнеарабское божество считалось покровителем Мекки?,Хубал,Нахи,Душара,Ороталт
9,"Как звали поэта, воссоздавшего латышский героический эпос ""Лачплесис""?",Андрей Пумпур,Эдвартс Вирза,Фрицис Барда,Юрис Алунан
