,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое слово написано здесь с ошибкой?,Полотнянный,Деревянный,Стеклянный,Оловянный
1,Какое из этих животных пока не стало символом ни одной из политических партий США или России?,Козел,Осел,Слон,Медведь
2,В каком веке родился итальянский скрипач Николо Паганини?,В 18 веке,В 19 веке,В 17 веке,В 16 веке
3,С какой частотой двигается язык кошки в процессе лакания?,4 раза в секунду,2 раза в секунду,1 раз в секунду,6 раз в секунду
4,Какая разновидность магмы содержит больше кремнезёма и газов?,гранитная,балбесная,трусливая,базальтовая
5,В каком древнем государстве сменилось наибольшее количество династий?,В Египте,В Персии,В Византии,В Риме
6,В каком городе в 2008 году открыли памятник жёнам декабристов?,Тобольск,Санкт-Петербург,Норильск,Петропавловск-Камчатский
7,В какой части клетки можно найти кристы?,Митохондрия,Ядро,Рибосома,Центриоль
8,"Из кожи какого животного была сделана Эгида, щит Зевса?",Коза,Вепрь,Пес,Лев
9,Какой тип ветвления характерен для лип и ив?,Симподиальное,Моноподиальное,Дихотомическое,Навещательное
