,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой праздник проходит в Москве в сентябре?,День города,Проводы лета,День мэра,День урожая
1,"В какой европейской столице можно увидеть памятники писающим мальчику, девочке и собачке?",В Брюсселе,В Вене,В Лиссабоне,В Копенгагене
2,Какой рассказ о Шерлоке Холмсе существует?,«Пропавший регбист»,«Забытый теннисист»,«В поисках жокея»,«Потерянный футболист»
3,Какой гриб повсеместно называют белым?,Боровик,Дубовик,Моховик,Подберёзовик
4,Кто из этих художников был директором Третьяковской галереи?,Игорь Грабарь,Кузьма Петров-Водкин,Валентин Серов,Казимир Малевич
5,"Какое из этих произведений Р. Вагнера — тетралогия, то есть состоит из четырёх полноценных опер?",«Кольцо нибелунга»,«Нюрнбергские мейстерзингеры»,«Тангейзер и состязание певцов в Вартбурге»,«Летучий голландец»
6,Какое из этих чудес света античности находилось не на территории плодородного полумесяца?,Колосс Родосский,Висячие сады Семирамиды,Пирамида Хуфу,Фаросский маяк
7,Какой из этих духовых музыкальных инструментов - не деревянный?,Корнет-а-пистон,Кларнет,Гобой,Фагот
8,Какой советский боксёр дважды становился чемпионом Олимпийских Игр?,Б. Лагутин,В. Баранников,Р. Тамулис,В. Попенченко
9,"Вблизи какого монастыря проходили съёмки эпизода в начале фильма Андрея Тарковского ""Солярис""?",Саввино-Сторожевского,Старо-Голутвина,Николо-Угрешского,Воскресенского Новоиерусалимского
