,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какие цветы в песне спрятались, когда «застыла я от горьких слов»?",Ромашки,Пионы,Гвоздики,Фиалки
1,Какое животное было символом XXII Олимпийских игр?,Медведь,Лиса,Петух,Конь
2,Какое жанровое определение имеет Большой театр?,Музыкальный,Эстрадный,Драматический,Художественный
3,"Главой какого из этих европейских городов является не мэр, а президент?",Краков,Ереван,Загреб,Париж
4,Как называется партизанская война в Испании и Латинской Америке?,Герилья,Бандерилья,Гереро,Сендерилья
5,Какое озеро Африки является крупнейшим по площади?,Виктория,Ньяса,Чад,Танганьика
6," Кем был жених в сказке-балладе А.С.Пушкина ""Жених""?", злодей, купец, солдат, добрый молодец
7,Какого кантона нет в Швейцарии?,Лозанна,Санкт-Галлен,Золотурн,Фрибур
8,Какая греческая нимфа была превращена в лавровое дерево?,Дафна,Калипсо,Майя,Галатея
9,Какой из этих открытых еще Г. Галилеем спутников Юпитера является крупнейшим во всей Солнечной системе?,Ганимед,Ио,Каллисто,Европа
