,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Чем, по словам Огурцова, героя кинофильма ""Карнавальная ночь"", не воспитаешь зрителя?",Голыми ногами,Голыми руками,Голой правдой,Голыми плечами
1,"Какая организация располагалась в советское время в высотном здании на Новом Арбате, похожем на раскрытую книгу?",СЭВ,ВЛКСМ,ВЦСПС,Верховный Совет
2,К какому отряду относятся луговые собачки?,грызуны,китообразные,насекомоядные,хоботные
3,"Кто в 2002 году тренировал Алексея Ягудина, завоевавшего олимпийское золото на соревнованиях фигуристов?",Татьяна Тарасова,Станислав Жук,Елена Чайковская,Алексей Мишин
4,"Как назывались ""сенаторы"" Речи Посполитой?",Магнаты,Думские дьяки,Трибуны,Сатрапы
5,Кто должен был исполнить роль Ипполита в фильме «Ирония судьбы или с легким паром» и даже отснялся в нескольких дублях?,Олег Басилашвили,Александр Фатюшин,Вячеслав Шалевич,Леонид Куравлев
6,Какая из этих рек называется Голубой рекой?,Янцзы,Ангара,Хуанхэ,Селенга
7,На каком из Филиппинских островов расположена столица страны - Манила?,Лусон,Миндоро,Минданао,Палаван
8,Какой цветок называют «красной гордостью Барбадоса»?,Цезальпиния,Ятрофа,Делоникс,Ардизия
9,"Куда, по словам Анны Ахматовой, ездили в наряде, состоящем из корсета, лифа, двух юбок, шёлкового платья и шапочки?",на пляж,на ипподром,в баню,на бал
