,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое путешествие на корабле «Надежда» совершил Иван Крузенштерн?,кругосветное,свадебное,воображаемое,межпланетное
1,Какая сказка Пушкина начинается с числительного?,«Сказка о царе Салтане»,«Сказка о попе и работнике его Балде»,«Сказка о золотом петушке»,«Сказка о рыбаке и рыбке»
2,"Продолжите высказывание Будды: «Если у тебя проблема, попробуй ее решить. Не можешь ее решить, тогда не делай...».",Из этого проблемы,Из этого дилемму,Из этого трагедии,Из этого слона
3,Какие краны используют при строительстве небоскребов?,Самоподъемные,Передвижные,Стационарные,Радиальные
4,Какой из этих танцев не является польским?,Полька,Мазурка,Полонез,Краковяк
5,"Сколько хоккейных клубов ""Динамо"" выступало в КХЛ в сезоне 2011-2012?",3,4,2,5
6,Сколько моделей Вселенной предложил физик Александр Фридман?,3,4,1,2
7,Какие сборные сыграли в финальном матче первого Чемпионата мира по футболу 1930 года?,Уругвай-Аргентина,Италия-США,Италия-Чехословакия,Уругвай-Бразилия
8,"До какого гражданского чина нужно было дослужиться, чтобы получить право на потомственное дворянство в 1856—1900 годах?",Действительный статский советник,Действительный тайный советник,Коллежский советник,Тайный советник
9,"Какая российская рок-группа исполнила песню ""Клен"" на стихи Сергея Есенина в фильме ""По ту сторону волков""?","""ЧайФ""","""Аквариум""","""Пикник""","""Сплин"""
