,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что, согласно примете, предвещало девушке хлебное зерно, выметенное из под стола под Новый год?",Замужество,Детей,Несчастье,Богатство
1,Сколько циферблатов у курантов Спасской башни?,4,2,6,8
2,Где в автомобиле находятся форсунки?,В двигателе ,В топливном баке,В подвеске,В салоне
3,"Как называется река, на которой стоит город Курск?",Сейм,Дума,Рада,Вече
4,Какой из этих грибов ядовитый?,говорушка восковатая,груздь болотный,моховик зелёный,рядовка серая
5,Как переводится с итальянского фамилия известного актёра Сильвестра Сталлоне?,Жеребец,Лев,Акула,Сокол
6,"Жители Петербурга в XIX веке шутили: мол, в Петербурге не употребляют алкоголь только ...",Укротители коней (Аничков мост),Медный всадник и конь,Атланты и кариатиды,Сфинксы
7,"Какое решение приняли судьи в отношении Щуки в басне И. А. Крылова ""Щука""?",Бросили в реку,Посадили в тюремную камеру,Отправили на пенсию,Назначили штраф
8,"Какая фигуристка, единственная в истории женского фигурного катания, выполнила четверной сальхов в 2002 году?",Мики Андо,Мария Бутырская,Саша Коэн,Ирина Слуцкая
9,Кого прозвали рыцарем «без страха и упрёка»?,Пьер Террайль де Баярд,Жан ле Менгр Бусико,Ульрих фон Лихтенштейн,Жак де Моле
