,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется прибор для измерения электрического напряжения?,Вольтметр,Амперметр,Омметр,Напряжометр
1,Как звали первую жену Пьера Безухова?,Элен,Лиза,Жюли,Натали
2,Какой римский император впервые назначил воскресенье днем отдыха и поклонения?,Константин,Диоклетиан,Траян,Юстиниан
3,В каком городе России находится памятник радиатору отопления?,Самара,Тверь,Тюмень,Орёл
4,Какой город является столицей Карачаево-Черкесии?,Черкесск,Гудермес,Нальчик,Карачаевск
5,Сколько точек содержится в дюйме в русской системе мер?,100,10,10000,1000
6,"Какой район Парижа Пуччини назвал в одной из опер ""богемным"", популяризировав понятие художественной богемы?",Латинский квартал,Монмартр,Монпарнас,Дефанс
7,В армию какого государства был завербован возвращавшийся после окончания обучения за границей в Россию М. В. Ломоносов?,Пруссия,Франция,Голландия,Австрия
8,Кто из зарубежных писателей-коммунистов сказал: «Крым — это орден на груди планеты Земля»?,Пабло Неруда,Луи Арагон,Юлиус Фучик,Анри Барбюс
9,"Как называется продукт, который фирма DuPont выпустила в 1935 году?",Нейлон,Капрон,Дедерон,Поролон
