,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как заканчивается двустишие В. Гафта: ""Гораздо меньше на земле армян, чем фильмов, где играл...""?",Джигарханян,Мкртчян,Харатьян,Кеосаян
1,Что такое хостел?,Жильё,Посуда,Растение,Одежда
2,Что входит в устройство лифта?,Ловители,Улавливатели,Ловцы,Хвататели
3,Какой из этих попугаев обитает на Американском континенте?,Ара,Жако,Какаду,Какапо
4,"Кому принадлежит фраза: ""одна смерть — это трагедия, тысячи смертей — статистика""?",Эрих Мария Ремарк,Наполеон I,Иосиф Сталин,Джордж Байрон
5,В каком из этих федеральных округов России численность населения меньше? ,Дальневосточный,Сибирский,Северо-Кавказский,Уральский
6,В чьем подчинении до 2003 года находилась Секретная служба США (USSS)?,Министр финансов,Госсекретарь,Министр юстиции,Министр внутренней безопасности
7,Как называется яркая звезда - альфа Южной Рыбы?,Фомальгаут,Ахернар,Бетельгейзе,Ригель
8,Какой аргентинский художник создал собственную галерею на высоте 4300 метров на склоне горы Аконкагуа?,Мигель Доура,Нора Борхес,Хельмут Дич,Габриэль Кондратюк
9,Какой из этих городов принял первый советский этап Кубка мира по биатлону?,Мурманск,Ханты-Мансийск,Новосибирск,Остров (Псковская область)
