,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой инструмент помогает украсить торт кремовыми розочками?,шприц,стетоскоп,термометр,скальпель
1,"Куда заезжает водитель, паркуя свой автомобиль?",в карман,в рукав,за шиворот,за воротник
2,Какое бытовое название носит болезнь Боткина?,желтуха,краснуха,ветрянка,свинка
3,В честь какого мореплавателя названо прибрежное судоходство?,Кабот,Магеллан,Кук,Колумб
4,Какой псевдоним одно время использовали Ильф и Петров?,Толстоевский,Тургушкин,Гогмонтов,Гончехов
5,Какое здание Кремля является рабочей резиденцией Президента Российской Федерации?,Сенат,Большой Кремлёвский дворец,Теремной дворец,Грановитая палата
6,Что дало название химическому элементу индию?,цвет ,страна,птица,река
7,Какой пролив соединяет Красное море с Индийским океаном?,Баб-эль-Мандебский,Лаперуза,Ормузский,Дарданеллы
8,Кем работала мать Ханса Кристиана Андерсена?,Прачкой,Швеёй,Поваром,Посудомойкой
9,Какой длины был след ноги гадрозавра - самый большой из всех найденных до сих пор следов динозавров?,136 см.,110 см.,149 см.,123 см.
