,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какое слово пропущено в названии х/ф режиссёра Рогожкина ""…""С Новым годом""?",Операция,Манипуляция,Махинация,Выходка
1,"«Анна Бейль, Шарлотта Баксон, графиня де Ла Фер! Ваши злодеяния переполнили чашу терпения на земле...». К кому обращался Атос?",Леди Винтер,Мари Мишон,Госпоже де Шеврез,Анне Австрийской
2,"Как начинается одно из стихотворений Есенина «Ах, как много на свете... »?",Кошек,Женщин,Горя,Песен
3,"Из какого стихотворения Сергея Есенина фраза: ""Лицом к лицу-лица не увидать. Большое видится на расстоянии.""?",Письмо к женщине,"Шаганэ ты моя, Шаганэ!",Письмо матери,Хулиган
4,Сколько раз повторяется слово «безумный» в названии знаменитой комедии Стэнли Крамера?,4,3,2,5
5,Какое из этих насекомых машет крыльями быстрее остальных?,Комар,Муха,Шмель,Бабочка
6,Сколько всего было русских царей по имени Фёдор?,Три,Один,Два,Четыре
7,"При каком римском императоре был вновь открыт канал между Нилом и Красным морем, прообраз современного Суэцкого канала?",Траян,Нерва,Антонин Пий,Адриан
8,"Какой цвет приобретает натуральный классический абсент в результате т.н. ""старения""?",Желтый,Черный,Красный,Синий
9,Какая из этих марок боевых пистолетов является швейцарской?,Sphinx,Astra,Savage,Arsenal
