,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой памятник стоит в Санкт-Петербурге на Сенатской площади?,«Медный всадник»,Памятник Пушкину,Памятник святому Исааку,«Чижик-Пыжик»
1,"Какова величина угла между стрелками, когда часы показывают восемь?",120 градусов,150 градусов,90 градусов,180 градусов
2,Как называется балет Валерия Гаврилина с участием Екатерины Максимовой по рассказу Антона Чехова?,«Анюта»,«Ася»,«Лиза»,«Катерина»
3,Какой цветок в христианстве связывают с Девой Марией?,Лилия,Тюльпан,Хризантема,Роза
4,Территория какой из этих стран находится в одном часовом поясе?,Китай,Канада,США,Австралия
5,Какой белок транспортирует медь?,Церулоплазмин,Альбумин,Цитохром,Трансферрин
6,"Кто из русских поэтов в своих строках назвал солнце ""золотым, опущенным в мир, ведром""?",Есенин,Бальмонт,Блок,Маяковский
7,Осада какого города стала решающей в войне Юлия Цезаря с галлами?,Алезии,Лютеции,Герговии,Аварика
8,"Какому композитору А. П. Чехов сказал: «...молодой человек, у Вас замечательное лицо — Вы будете большим человеком»? ",С. Рахманинов,А. Скрябин,М. Мусоргский,С. Прокофьев
9,Какое из этих произведений принадлежит русской литературе?,Иуда Искариот,Спартак,Волшебная гора,Пастыри ночи
