,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что говорят о человеке, куда-то поспешно собравшемся?",Навострил лыжи,Умыл руки,Наколол дров,Наточил ножи
1,Как называется верхняя часть газообразной оболочки Земли?,Ионосфера,Гидросфера,Литосфера,Атмосфера
2,"Какой язык по рассеянности выучил вместо испанского Жак Паганель - герой романа Ж.Верна ""Дети капитана Гранта""?",Португальский,Турецкий,Немецкий,Русский
3,Кто из этих футболистов рекламирует кофе?,Пеле,Марадона,Мальдини,Платини
4,"«Правопорядок в стране определяется не наличием воров, а умением властей их обезвреживать!». Какой киноперсонаж произнес эту фразу?",Капитан Жеглов,Полковник Костенко,Генерал Кондратьев,Подполковник Гоцман
5,Какой римский император отказался от власти ради выращивания прославившей его в веках капусты?,Диоклетиан,Галерий,Максимиан,Аврелиан
6,В каком году произошла Полтавская битва?,1709,1560,1800,1833
7,Что описывает последнее слово в списке слов в последнем томе Большой советской энциклопедии?,Реку,Город,Насекомое,Минерал
8,Ради съемок в каком фильме Кристиан Бэйл похудел более чем на 28 килограмм?,"""Машинист""","""Престиж""","""Эквилибриум""","""Американский психопат"""
9,"Буквы, обозначающей какой звук, не было в созданном Месропом Маштоцем армянском алфавите?",О,Е,И,А
