,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Почему плакала Саша из одноименной поэмы Н. Некрасова?,Лес вырубали,Сено сгребали,Дуги выгибали,Зайцев стреляли
1,"Что в к/ф ""Гараж"" продал герой Георгия Буркова, чтобы приобрести автомобиль?",Дом в деревне,Квартиру,Чучела животных,Драгоценности жены
2,Пистолет какой системы использовал обычно Джеймс Бонд?,"""Вальтер""","""Беретта""","""ТТ""","""Браунинг"""
3,На каком острове родился Зевс?,Крит,Кипр,Капри,Корсика
4,Какой ежемесячный журнал много лет издается у нас в России?,"""Знамя""","""Флаг""","""Стяг""","""Вымпел"""
5,Какой французский летчик в 1913 году совершил первый беспосадочный полет через Средиземное море из Франции в Тунис?,Ролан Гаррос,Ксавье де Севен,Альберто Сантос-Дюмон,Жюль Ведрин
6,"Какой артист сыграл роль старпома командира подводной лодки в фильме Кэтрин Бигелоу ""К-19""?",Лиам Нисон,Харрисон Форд,Тим Вудворт,Лев Прыгунов
7,Какой из этих футбольных клубов так и не смог стать чемпионом СССР?,"""Шахтер"" (Донецк)","""Заря"" (Ворошиловград)","""Днепр"" (Днепропетровск)","""Арарат"" (Ереван)"
8,"Имени какого полководца, проходившего этой дорогой, нет на картине Жака-Луи Давида «Наполеон на перевале Сен-Бернар»?",Суворов,Карл Великий,Бонапарт,Ганнибал
9,"Какое оружие помогло Кухулину — герою саги ""Угон быка из Куальнге"" — победить своего противника во время ""игры в брод""?",Рогатое копье,Меч с красной рукоятью,Золотая булава,Лук с шелковой тетивой
