,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что находится внутри плавательного пузыря рыбы?,Воздух,Гелий,Вода,Пенопласт
1,"Что имеет в виду кучер, называя свою лошадь «гнедой»?",Масть,Породу,Возраст,Скорость
2,Иван Грозный иначе Иван ...?,IV,II,I,III
3,Какая рыба не является донной?,Скумбрия,Камбала,Сом,Скат
4,"Какой город представляет баскетбольный клуб НБА ""Рэпторс""?",Торонто,Милуоки,Атланта,Сан-Антонио
5,Какой раздел биологии изучает ферменты?,Энзимология,Микология,Андрология,Офтальмология
6,На каком острове находится вулкан Фудзияма?,Хонсю,Хоккайдо,Сикоку,Кюсю
7,Какой из этих рассказов не принадлежит перу Сергея Лукьяненко?,«Цунами»,«Нарушение»,«Выбор»,«Категория Зет»
8,С каким предметом во рту в древности изображали азиатского дракона?,Жемчужина,Нефритовый жезл,Алмаз,Коралловое кольцо
9,Какой из этих городов не является столицей суверенного государства?,Кайенна,Асунсьон,Парамарибо,Джорджтаун
