,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что делает крокодил, поедая пищу?",плачет,ругается,чихает,плюётся
1,Национальной одеждой мужчин какого народа является юбка килт?,Шотландцы,Англичане,Ирландцы,Валлийцы
2,"Какой месяц завершал год в шумерском календаре, придуманном в городе Ниппур?",месяц жатвы,месяц сена,месяц зажигания огней,месяц полбы
3,Какого оружия вы не увидите на картине Васнецова «Богатыри»?,Кистень,Лук,Копьё,Булава
4,"Сколько степеней имеет Орден Культуры, учрежденный в 1937 году в Японии?",Не имеет степеней,4,2,3
5,Штаб-квартирой чего является Скотланд-Ярд?,Полиции Большого Лондона,Уголовного розыска Великобритании,Внешней разведки Великобритании,Министерства внутренних дел Великобритании
6,Какие турецкие войска комплектовались путем насильственного набора мальчиков из христианского населения Османской империи?,Янычары,Мамлюки,Башибузуки,Флот
7,Кто из этих государственных деятелей является лауреатом Нобелевской премии в области литературы?,Уинстон Черчилль,Вацлав Гавел,Агостиньо Нето,Махатма Ганди
8,Какая из этих династий существовала дольше остальных?,Тан,Лян,Чэнь,Суй
9,У автомобилей какой из этих стран международный регистрационный знак ES?,Сальвадор,Эстония,Испания,Египет
