,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется устройство автомобиля, которое запускает двигатель?",Стартер,Стайер,Скутер,Спринтер
1,"Название какого из этих фильмов начинается не со слова ""девушка""?","""... без головы""","""... с характером""","""... с гитарой""","""... без адреса"""
2,В каком городе похоронен философ Иммануил Кант?,Калининград,Смоленск,Варшава,Дрезден
3,Сколько в Москве железнодорожных вокзалов?,9,7,8,10
4,Сколько морских миль в морской лиге?,3,5,2,4
5,В какой из этих стран штраф водителя зависит от дохода нарушителя?,Финляндия,Германия,Швеция,Норвегия
6,Какой из этих городов является столицей островного государства?,Сува,Сана,Дакка,Джуба
7,Какие из этих живых существ - ящерицы?,Василиски,Ехидны,Гарпии,Химеры
8,Как называется стадион футбольного клуба Валенсия?,Месталья,Корнелья-Эль Прат,Рамон Санчес Писхуан,Сан-Мамес
9,Какой из перечисленных родов растений назван не в честь какого-либо человека?,Целозия (семейство Амарантовые),Фрезия (семейство Ирисовые),Валия (семейство Валиевые),Зеновия (семейство Вересковые)
