,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто во время второй мировой войны зачитывал сообщения «от Советского информбюро»?,Левитан,Кириллов,Тобнаш,Балашов
1,Из какого предмета кухонного обихода отлили стойкого оловянного солдатика из сказки Андерсена?,Ложка,Миска,Вилка,Кружка
2,Какого цвета были глаза у Эраста Петровича Фандорина?,голубые,карие,зелёные,серые
3,Кого или что писатель Кассиодор назвал другим народом Древнего Рима?,статуи,варваров,фонтаны,рабов
4,Какая из этих рыб - не из семейства тресковых?,Палтус,Налим,Пикша,Минтай
5,Какую военную операцию назвали «Уран-Сатурн»?,Освобождение Сталинграда,Освобождение Белгорода,Освобождение Севастополя,Освобождение Смоленска
6,"Как в старину на флоте называли горячий чай с лимоном, сдобренный значительной порцией рома?","""Адвокат""","""Браток""","""Батя""","""Атаман"""
7,Какие птицы вьют гнёзда на земле?,Вальдшнепы,Вяхири,Вертишейки,Вьюрки
8,Кто из этих великих живописцев прожил самую долгую жизнь?,М. Шагал,К. Малевич,П. Пикассо,С. Дали
9,Какой народ впервые применил клинопись?,Шумеры,Финикийцы,Египтяне,Халдеи
