,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется физкультурный снаряд?,Шведская стенка,Финская стенка,Шотландская стенка,Немецкая стенка
1,Как называется коллекционирование вкладышей от жевательной резинки?,Филогамистика,Гуманистика,Филумения,Филокартия
2,В каком из этих фильмов не снимался Олег Ефремов?,"""Девять дней одного года""","""Живые и мертвые""","""Берегись автомобиля""","""Три тополя на Плющихе"""
3,Какой член предложения существует?,Дополнение,Уточнение,Приложение,Описание
4,В какой части организма млекопитающих находится сальниковая сумка?,Брюшная полость,Грудная клетка,Подкожная клетчатка,Верхняя полая вена
5,"Какой город впервые упомянут в летописи в тот же год, что и Москва?",Вологда,Владимир,Ярославль,Кострома
6,"Сколько зубцов должно быть на вилке, которую стоит использовать при употреблении раков или креветок?",Два,Три,Шесть,Четыре
7,Что из перечисленного называется настоящим орехом в ботанике?,Фундук,Кокос,Арахис,Кедровый орех
8,"Как называется самый крупный на территории России кратер, образовавшийся в результате падения астероида?",Попигай,Карский,Кограм,Пучеж-Катунский
9,"Как называется коктейль, состоящий из смеси абсента и коньяка, изобретение которого приписывается Анри де Тулуз-Лотреку?","""Землетрясение""","""Цунами""","""Лесной пожар""","""Тайфун"""
