,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,С какого дерева собирают фиги?,Инжир,Бадьян,Мирт,Пальма
1,Кто из этих литературных персонажей является героем романа М. А. Булгакова «Белая гвардия»?,Турбин,Коровьев,Тимофеев,Борменталь
2,Какие московские пруды назывались когда-то Погаными?,Чистые,Борисовские,Царицынские,Патриаршие
3,В какой стране попросили убежища классики парного катания Людмила Белоусова и Олег Протопопов?,Швейцария,Франция,Австрия,Швеция
4,Какая древнерусская монета использовалась также как мера (эталон) веса?,Гривна,Златник,Куна,Алтын
5,Какие символы были у Паралимпиады в Сочи-2014?,Лучик и снежинка,5 звездочек,Снеговик и Снегурочка,Солнце и луна
6,"Какой поэт в 30-е годы был уверен, что «живём мы весело сегодня, а завтра будет веселей!»?",В. Лебедев-Кумач,Л. Ошанин,М. Исаковский,А. Софронов
7,Какой советский фехтовальщик завоевал 4 золотые олимпийские медали?,Виктор Кровопусков,Владимир Назлымов,Михаил Бурцев,Эдуард Винокуров
8,Что/кого символизирует слон на гербе Свазиленда?,Королеву-мать,Короля,Национальные парки,Армию
9,Какая из этих аминокислот — незаменимая?,Триптофан,Глутамин,Цистеин,Глутаминовая кислота
