,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что из перечисленного является единицей федерального деления Индии?,Штат,Губерния,Графство,Департамент
1,Что запрещено делать пассажирам на российских авиалиниях?,курить,спать,пить,есть
2,Какой из этих терминов обозначает профессию?,Докер,Клакёр,Квакер,Штрейкбрехер
3,"Вслед за каким праздником следует пятница, которую в США называют ""черной""?",День благодарения,Рождество,Президентский день,День независимости
4,С каким произведением Лермонтов дебютировал в своем творчестве?,"""Весна""","""Зима""","""Лето""","""Осень"""
5,Какое животное заканчивает каждый 12-летний цикл китайского гороскопа?,Свинья,Собака,Лошадь,Змея
6,Что в переводе с японского означает «короткая песня»?,Танка,Хокку,Канси,Хайку
7,В какой геологический период на Земле появились первые насекомые?,Девон,Карбон,Ордовик,Кембрий
8,К какому подсемейству ястребиных относится ягнятник?,грифовые,луни,осоеды,канюки
9,Какая династия Фригии правила позже?,Династия Фоки,Династия Танталидов,Династия Гордия,Династия Гребцов
