,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что как будто бы сделали с камбалой судя по её внешнему виду?,расплющили,надули,завязали узлом,отжали
1,Кого Балда представил бесёнку как своего младшего брата?,Зайца,Медведя,Волка,Кота
2,Кто стал первым русским пилотом Формулы-1?,Виталий Петров,Сергей Афанасьев,Роман Русинов,Михаил Алёшин
3,Какой район Нью-Йорка находится на острове?,Манхэттен,Квинс,Бронкс,Бруклин
4,Что не входит в полезный продукт пчел?,Медовуха,Прополис,Воск,Мед
5,Какого крупнейшего за всю историю успеха добилась футбольная сборная Турции на чемпионате мира 2002 года?,Бронзовый призер,Чемпион,Серебряный призер,4-е место
6,Как образно молекулярные биологи называют общего предка всего человечества по женской линии?,Митохондриальная Ева,Хромосомная Ева,Прото-Ева,Генетическая Ева
7,Какое древнеегипетское божество имело голову крокодила?,Себек,Бастет,Хатор,Сехмет
8,Какая тинктура (цвет) соответствует в классической геральдике планете Меркурий?,Пурпур,Червлень,Золото,Чернь
9,К какому семейству относится гранатовое дерево?,дербенниковые,меластомовые,миртовые,кипрейные
