,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чем играют в русский хоккей?,мячом,воланом,шариком,бутылкой 
1,"Чем зарабатывают на жизнь герои комедии Рона Шелтона ""Белые люди не умеют прыгать""?",Баскетбол,Виндсерфинг,Бейсджампинг,Паркур
2,"Как в эпоху Петра I называли человека, лишенного дворянства за серьезный проступок?",Шельма,Плут,Прохвост,Пройдоха
3,Какой железнодорожный вокзал Москвы самый старый?,Ленинградский,Казанский,Курский,Рижский
4,"Как называлась первая советская рок-опера, написанная Александром Журбиным?","""Орфей и Эвридика""","""Одиссей и Пенелопа""","""Ромео и Джульетта""","""Иван да Марья"""
5,В каком городе расположен единственный в Подмосковье объект Всемирного наследия ЮНЕСКО?,Сергиев Посад,Зарайск,Коломна,Дмитров
6,Какой орган человека имеет греческое название «splen»?,Селезенка,Глазное яблоко,Печень,Язык
7,"Кто является автором обычно приписываемого И. В. Сталину выражения ""инженеры человеческих душ""?",Юрий Олеша,Михаил Булгаков,Максим Горький,Валентин Катаев
8,Фрески в какой римской церкви являются своеобразным средневековым комиксом?,Базилика Сан-Клементе,Базилика Сан-Джованни-ин-Латерано,Церковь Санто-Стефано-Ротондо,Церковь Сан-Грегорио-Маньо
9,"Как называется культовое сооружение, построенное над местом гибели или захоронения мученика?",мартириум,гульбище,клуатр,киворий
