,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Пьесу с каким названием написал У. Шекспир?,«Король Лир»,«Правитель Франков»,«Царь копеек»,«Властелин Долларов»
1,Сколько в сумме фигур и пешек находятся на шахматной доске перед началом партии?,32,40,24,48
2,Какой футбольный клуб был чемпионом России большее количество раз подряд?,Спартак (М),Зенит (С-Пб),ЦСКА,Рубин
3,Где проходил чемпионат мира по футболу в 1986 году?,Мексика,Италия,Бразилия,США
4,Сколько лет продолжается полный цикл китайского календаря?,60,36,24,12
5,На каких официальных турнирах матч между теннисистками идет до трех побед (т.е. может состоять из 5-ти сетов)?,Ни на каких,Откр. чемп. Франции,Откр. чемп. США,Уимблдон
6,Какой термин происходит от названия сочинения Хорезми «Книга о восстановлении и противопоставлении»?,Алгебра,Планиметрия,Стереометрия,Геометрия
7,"Кто из этих актёров в т/ф М.Швейцера ""Маленькие трагедии"" сыграл не две, а лишь одну роль?",Валерий Золотухин,Ивар Калныньш,Леонид Куравлёв,Иннокентий Смоктуновский
8,Какой советский гимнаст стал первым олимпийским чемпионом в личном зачете?,Виктор Чукарин,Юрий Титов,Альберт Азарян,Борис Шахлин
9,Кто из перечисленных не является злым духом?,хуньдунь,келе,вендиго,гульябани
