,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Каким летательным аппаратом пытались управлять с помощью вёсел, парусов и птиц?",Дирижабль,Параплан,Дельтаплан,Планер
1,Какой овощ завезли впервые в Россию из Европы при Петре I?,картофель,морковь,свёкла,брюква
2,"Кем был Привалов — герой повести Стругацких ""Понедельник начинается в субботу""?",Программистом,Танкистом,Иллюзионистом,Аферистом
3,В каком из городов СССР была пущена первая в мире атомная электростанция?,Обнинск,Ростов,Воронеж,Смоленск
4,Что означает слово «унитаз» в переводе с латинского?,Единство,Освобождение,Водопад,Успех
5,Какой мат можно увидеть в шахматной игре?,Мат Легаля,Мат Лаваля,Мат Таля,Мат Довгаля
6,Кто правил Россией всего 7 недель?,Федор Годунов,Лжедмитрий I,Лжедмитрий II,Василий Шуйский
7,Сколько золотых олимпийских медалей завоевала сборная команда России на Олимпиаде-2012?,20,38,46,29
8,На автомобилях какой компании специализируется тюнинг-ателье Brabus?,Daimler AG,BMW AG,VW Group,Porsche AG
9,Что не позволяет желтку свободно перемещаться внутри сырого яйца?,Халаза,Стация,Кориум,Дихазий
