,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Где военные носят эполеты?,На плечах,На фуражке,На голове,На рукаве
1,Какой химический элемент имеет номер 1 в таблице Менделеева?,водород,гелий,калий,кислород
2,Какая из этих рек не впадает в Чёрное море?,Дон,Днепр,Днестр,Дунай
3,В какой области России находится космодром Плесецк?,В Архангельской,В Вологодской,В Новосибирской,В Пермской
4,"Как называется амплуа актрисы, исполняющей роли мальчиков, подростков, девочек?",Травести,Инженю,Субретка,Гризетка
5,Какое из этих слов обозначает и старинную русскую путевую меру?,Час,Ворон,Окоем,Свет
6,Какое из этих шедевров архитектуры правитель посвятил своей умершей любимой?,Тадж-Махал,Собор св. Марка,Айя-София,Пирамида Хефрена
7,"Какой мир, согласно скандинавской мифологии, являлся преисподней, царством мертвых?",Хельхейм,Йотунхейм,Утгард,Нифльхейм
8,В каком геологическом периоде закончил существование класс вымерших рыб акантоды?,Пермь,Карбон,Девон,Триас
9,Шины какого производителя используют пилоты Формулы-1 сезона 2015 года?,Pirelli,Dunlop,Bridgestone,Michelin
