,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой город является столицей Эфиопии?,Аддис-Абеба,Буэнос-Айрес,Баден-Баден,Талды-Курган
1,Какое вещество химик назовёт основанием?,щёлочь,ингибитор,соль,кислоту
2,"Сколько было сыновей у царя Дадона в ""Сказке о золотом петушке"" А.С.Пушкина?",Два,Ни одного,Один,Три
3,Как называлась погребальная контора основных конкурентов мастера Безенчука из города N в романе Ильфа и Петрова «12 стульев»?,«Нимфа»,«Наяда»,«Нереида»,«Дриада»
4,Как называется пистолет-пулемёт конструкции Е. Ф. Драгунова ПП-91?,«Кедр»,«Дуб»,«Граб»,«Ель»
5,Как называется традиционная немецкая рождественская выпечка?,Штоллен,Брецель,Штрицель,Штрудель
6,На эмблеме какой советской хоккейной команды была изображена вода?,«Динамо» Рига,«Торпедо» Горький,«Сибирь» Новосибирск,«Сокол» Киев
7,В каком геологическом периоде появились первые позвоночные на Земле? ,Ордовик,Девон,Кембрий ,Силур
8,"Как звали верного коня поручика Брусенцова, бросившегося в воду за своим хозяином, в фильме «Служили два товарища»?",Абрек,Колдун,Бахчисарай,Смелый
9,Что является главным конечным продуктом азотистого обмена у рептилий и птиц?,Мочевая кислота,Креатинин,Аммонийные соли,Мочевина
