,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какая певица на финальном телевизионном концерте ""Песня-86"" исполнила песню композитора В. Матецкого на стихи М. Шаброва ""Луна, луна""?",София Ротару,Алла Пугачева,Анне Вески,Надежда Чепрага
1,Какая из этих столиц расположена не на Балканском полуострове?,Анкара,Белград,София,Тирана
2,"Как переводится с латыни библейская фраза ""Crescite et multiplicamini""?",Плодитесь и размножайтесь,Крестись и веруй,Ищите и обрящете,Разделяй и властвуй
3,Какой океан Земли занимает наименьшую площадь?,Северный Ледовитый,Тихий,"
Атлантический",Индийский
4,"Музыка какой рок-группы использована в сериале ""Горец""?",Queen,Led Zeppelin,Aerosmith,Doors
5,"Какой поэт написал стихи к песне Матвея Блантера ""От Москвы до Бреста нет такого места...""?",Константин Симонов,Алексей Сурков,Михаил Исаковский,Михаил Матусовский
6,Какая из схем построения игроков в футболе называлась «дубль-вэ»?,1-3-2-5,1-4-2-4,1-4-3-3,1-4-4-2
7,"Какой московский мост в XX веке носил официальное название ""Мост имени 1905 года""?",Горбатый,Новоарбатский,Бородинский,Дорогомиловский
8,На территории какой области России расположен государственный заповедник «Галичья Гора»?,Липецкой,Курской,Орловской,Тверской
9,За какой клуб никогда не играл французский футболист Франк Рибери?,«Милан»,«Мец»,«Олимпик» (Марсель),«Бавария»
