,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Из скольких дней состоит декада?,10,7,14,20
1,Какой полуостров расположен между Японским и Жёлтыми морями?,Корейский,Апеннинский,Ямал,Пиренейский
2,Какая из перечисленных марок автомобилей является французской?,Citroen,Volvo,Toyota,Mazda
3,Какой император Древнего Рима был отравлен собственной женой?,Клавдий,Нерва,Тиберий,Калигула
4,Каков средний рост императорского пингвина?,"1,2 м",2 м,"0,8 м","1,5 м"
5,Кто исполнитель главной мужской роли в фильме «Мужчина и женщина»?,Жан-Луи Трентиньян,Ален Делон,Лино Вентура,Жан-Поль Бельмондо
6,Хрустальные туфельки появились у Золушки из-за неверного перевода. Какими они были в оригинале сказки Ш. Перро?,Отороченные мехом,Из сверкающего атласа,Отделанные перламутром,Расшитые стеклярусом
7,Настоящее имя актера Шона Коннери…,Томас,Джеймс,Уильям,Чарльз
8,Кто является возбудителем сонной болезни?,Трипаносома,Лейшмания,Кокцидия,Токсоплазма
9,"Музыка какого из этих итальянских композиторов звучит в советском мультфильме ""Алиса в Стране чудес"" 1981 года?",Луиджи Боккерини,Антонио Вивальди,Винченцо Беллини,Руджеро Леонкавалло
