,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как начиналось большинство исторических сочинений Древней Руси?,В лето,По весне,На зиму,Из осени
1,"Что означает выражение ""зашибить дрозда"", бытовавшее на Руси в старину?",Выпить лишнего,Удачно поохотиться,Выполнить работу,Взять фальшивую ноту
2,Какие животные являются областью применения знаний и умений берейтора?,Лошади,Овцы,Люди,Собаки
3,Кто автор картины «Саввинский монастырь под Москвой»?,Л. Л. Каменев,К. С. Малевич,И. Е. Репин,В. М. Васнецов
4,Кто снялся в главной роли в фильме «Плохой Санта»?,Билли Боб Торнтон,Билл Мюррей,Джек Николсон,Том Хэнкс
5,Какого легендарного героя древние римляне считали своим предком?,Эней,Одиссей,Персей,Ахилл
6,Какой индуистский бог изображается с головой слона?,Ганеша,Шива,Брахма,Кама
7,Что в переводе с гавайского языка означает имя Киану Ривза?,прохладный горный бриз,благословенный теплый дождь,яркое пылающее солнце,высокая синяя волна
8,Когда отмечается Всемирный день шоколада?,11 июля,11 января,11 октября,11 апреля
9,Кем была библейская Аван?,Женой Каина,Наложницей Валтасара,Вифлеемской жрицей,Первым демоном Эдема
